Experiment,Iteration,Gap,TrainLoss,ValLoss,TestAcc,CommBits,ConsErr
Baseline,50,2.899170237213866e-09,2.3025854905700682,2.3025854934692385,10.0,435958400.0,2.3728457007524394e-06
Baseline,100,-2.2735596072465114e-08,2.302585728683472,2.302585705947876,10.0,871916800.0,2.5949447502964974e-06
Baseline,150,-2.1362307478511866e-09,2.3025857511901857,2.302585749053955,10.0,1307875200.0,1.1340784971868319e-06
