Experiment,Iteration,Gap,TrainLoss,ValLoss,TestAcc,CommBits,ConsensusError
Baseline,2850,0.000226361770629957,2.3212770531463622,2.321503414916992,10.0,24849628800.0,0.009231465949318795
Baseline,2900,1.845344543482952e-05,2.3211195039367674,2.321137957382202,10.0,25285587200.0,0.009105705156331722
Baseline,2950,0.00037210205078119785,2.3201512782287597,2.320523380279541,10.0,25721545600.0,0.009728140584508027
Baseline,3000,-0.000253656234741495,2.3194025690460207,2.319148912811279,10.0,26157504000.0,0.009277591335825341
Baseline,3050,-0.00017586921691892243,2.3207577833557127,2.3205819141387938,10.0,26593462400.0,0.008969119001831682
Baseline,3100,-0.00023357086181663433,2.3200018379211427,2.319768267059326,10.0,27029420800.0,0.00893184667178203
Baseline,3150,0.0003244837951656976,2.3196542073059083,2.319978691101074,10.0,27465379200.0,0.009553957914135002
Baseline,3200,-3.064880371095313e-05,2.319841491317749,2.319810842514038,10.0,27901337600.0,0.009429113290460811
Baseline,3250,0.00010846801757802282,2.3198750524902345,2.3199835205078125,10.0,28337296000.0,0.009630098210751403
Baseline,3300,0.0003889973449706652,2.3198025130462647,2.3201915103912354,10.0,28773254400.0,0.00925845743876852
Baseline,3350,9.303718566888719e-05,2.3208208502197265,2.3209138874053954,10.0,29209212800.0,0.009288476497232379
Baseline,3400,-0.00013249649047830658,2.322618807067871,2.3224863105773927,10.0,29645171200.0,0.009447454143665223
Baseline,3450,-0.00027299812316927685,2.325149105911255,2.3248761077880857,10.0,30081129600.0,0.009252000726115362
Baseline,3500,0.00020329391479467773,2.3212511547851564,2.321454448699951,10.0,30517088000.0,0.009021500710835528
Baseline,3550,0.00027075286865230197,2.3210850546264647,2.321355807495117,10.0,30953046400.0,0.00924872740271837
Baseline,3600,0.0003257387542721091,2.3202037034606935,2.3205294422149656,10.0,31389004800.0,0.008928163898929631
Baseline,3650,0.00037853683471666955,2.321388297805786,2.3217668346405027,10.0,31824963200.0,0.009179657287213927
Baseline,3700,0.0005747248077394573,2.32324399848938,2.3238187232971192,10.0,32260921600.0,0.009224765180117089
Baseline,3750,-0.00014255943298335794,2.3246138069152833,2.3244712474823,10.0,32696880000.0,0.00925379853212085
Baseline,3800,0.0002414550018308148,2.323662551956177,2.3239040069580077,10.0,33132838400.0,0.009440676612892962
Baseline,3850,0.00043410568237289837,2.3207239906311035,2.3211580963134764,10.0,33568796800.0,0.009469760696645912
Baseline,3900,0.00043431701660168187,2.3230353210449217,2.3234696380615234,10.0,34004755200.0,0.008924540331910868
Baseline,3950,0.00017185768127436774,2.3235195626831056,2.32369142036438,10.0,34440713600.0,0.009413518841359558
Baseline,4000,-9.656074523922697e-05,2.3235596157836915,2.3234630550384523,10.0,34876672000.0,0.009264539166831065
Baseline,4050,0.0002183769989012596,2.3239736243438722,2.3241920013427735,10.0,35312630400.0,0.009003291589966423
Baseline,4100,0.00047031127929697547,2.323739331512451,2.324209642791748,10.0,35748588800.0,0.009337131557668655
Baseline,4150,4.866622924826203e-05,2.3225199227905273,2.3225685890197756,10.0,36184547200.0,0.009792167187364021
Baseline,4200,5.756507873533323e-05,2.324967587890625,2.3250251529693604,10.0,36620505600.0,0.009532612535131135
Baseline,4250,0.00041672027587891236,2.3242397219848634,2.3246564422607423,10.0,37056464000.0,0.009107661275019153
Baseline,4300,0.00037339027404792446,2.3235978240203856,2.3239712142944335,10.0,37492422400.0,0.009422005624564222
Baseline,4350,-4.2659149169566035e-05,2.3253534631347654,2.325310803985596,10.0,37928380800.0,0.009430334202096468
Baseline,4400,5.578918456983217e-06,2.3229882374572752,2.322993816375732,10.0,38364339200.0,0.009074663573481422
Baseline,4450,0.000245906982421662,2.3244861433410646,2.3247320503234863,10.0,38800297600.0,0.009116502993328945
Baseline,4500,-0.0003030899810787524,2.3267608193206786,2.3264577293396,10.0,39236256000.0,0.00941725743034405
Baseline,4550,-0.00023014114379860118,2.3228557431030272,2.3226256019592286,10.0,39672214400.0,0.009333346918832752
Baseline,4600,0.0003056851196290289,2.32314943649292,2.323455121612549,10.0,40108172800.0,0.009258179021461277
Baseline,4650,0.00017568595886219285,2.3238182746124267,2.323993960571289,10.0,40544131200.0,0.009710810062289488
Baseline,4700,0.00018013557434048977,2.324375745162964,2.3245558807373046,10.0,40980089600.0,0.00928086024493382
Baseline,4750,0.0002937709045407466,2.324205252532959,2.3244990234375,10.0,41416048000.0,0.009184697650640483
Baseline,4800,6.746185302741736e-05,2.323020344848633,2.3230878067016603,10.0,41852006400.0,0.009241954411068221
Baseline,4850,-0.00011679039001455394,2.3223431842803954,2.322226393890381,10.0,42287964800.0,0.009215941467555621
Baseline,4900,-0.0002960850524904579,2.3256002438354493,2.325304158782959,10.0,42723923200.0,0.009117179351265825
Baseline,4950,-0.0005600157165526198,2.3234482038879394,2.3228881881713868,10.0,43159881600.0,0.009721835876933694
Baseline,5000,0.0003300178527831932,2.3229337059021,2.323263723754883,10.0,43595840000.0,0.008804095008439894
Baseline,5050,-0.00017626029968242918,2.325323653717041,2.3251473934173585,10.0,44031798400.0,0.009441665499652729
Baseline,5100,-0.0003382095336914581,2.3222582893371584,2.321920079803467,10.0,44467756800.0,0.009587572430164216
Baseline,5150,0.0003705248260494898,2.323319610748291,2.3236901355743407,10.0,44903715200.0,0.00933829236242555
Baseline,5200,0.0004164663696291093,2.3236023763275147,2.3240188426971438,10.0,45339673600.0,0.009522341277868529
Baseline,5250,0.00018950813293461266,2.323174233932495,2.3233637420654296,10.0,45775632000.0,0.009543644714666798
Baseline,5300,-0.00018326324462902832,2.3237192686462405,2.3235360054016114,10.0,46211590400.0,0.009187769792639633
Baseline,5350,-0.0003649917602541741,2.3255895866394045,2.3252245948791503,10.0,46647548800.0,0.009204422701311998
Baseline,5400,1.8612442016507913e-05,2.3218124559783937,2.32183106842041,10.0,47083507200.0,0.009254518171637882
Baseline,5450,-0.0001765312194823565,2.324780339050293,2.3246038078308104,10.0,47519465600.0,0.009221697712071365
Baseline,5500,-7.78316497802578e-05,2.3241187072753906,2.3240408756256103,10.0,47955424000.0,0.009523146977801844
Baseline,5550,-0.00012366828918475292,2.323193687057495,2.3230700187683104,10.0,48391382400.0,0.00929870599915591
Baseline,5600,-0.00039113426208503554,2.32523823890686,2.324847104644775,10.0,48827340800.0,0.00943078306556171
Baseline,5650,-0.00011635299682621891,2.32225620513916,2.322139852142334,10.0,49263299200.0,0.009760937931079138
Baseline,5700,-0.000442736206054839,2.322800203857422,2.322357467651367,10.0,49699257600.0,0.009370346306399869
Baseline,5750,-0.0001254754638670974,2.32116655670166,2.321041081237793,10.0,50135216000.0,0.009071507961188307
Baseline,5800,-0.0004417171478268145,2.3228397853851317,2.322398068237305,10.0,50571174400.0,0.009561970502417106
Baseline,5850,-2.5059585571085563e-05,2.322518021850586,2.322492962265015,10.0,51007132800.0,0.00939133680427765
Baseline,5900,-0.00045632270812978604,2.3257576651000975,2.3253013423919677,10.0,51443091200.0,0.009454914805399405
Baseline,5950,0.00020306091308608387,2.3215740982055664,2.3217771591186525,10.0,51879049600.0,0.00938590126300487
Baseline,6000,0.000192970123290781,2.3237589707946777,2.3239519409179685,10.0,52315008000.0,0.009323359911754458
Baseline,6050,-4.2013549804931216e-05,2.3211323448181154,2.3210903312683104,10.0,52750966400.0,0.009127038050320824
Baseline,6100,8.974479675316616e-05,2.321429219589233,2.3215189643859864,10.0,53186924800.0,0.009805966257362252
Baseline,6150,-9.619567871110846e-05,2.3208352032470705,2.3207390075683594,10.0,53622883200.0,0.00955138982365289
Baseline,6200,-0.0003627905273440035,2.3221133894348145,2.3217505989074705,10.0,54058841600.0,0.009375811840845027
Baseline,6250,-0.0003038880157468782,2.3218408150482177,2.321536927032471,10.0,54494800000.0,0.009462995677950703
Baseline,6300,0.00012607170104983467,2.3222352682495115,2.3223613399505614,10.0,54930758400.0,0.009286052638330178
Baseline,6350,-0.00025340744018542694,2.322545099029541,2.3222916915893554,10.0,55366716800.0,0.009399055029169346
Baseline,6400,-5.456581115703685e-05,2.320761265182495,2.320706699371338,10.0,55802675200.0,0.009186865480826778
Baseline,6450,-0.00015531448364258793,2.3202265966796873,2.3200712821960447,10.0,56238633600.0,0.009399514215034299
Baseline,6500,-0.000460401382446296,2.3208791231536865,2.32041872177124,10.0,56674592000.0,0.009554391619652792
Baseline,6550,-0.0004154639434812424,2.3207020808410643,2.320286616897583,10.0,57110550400.0,0.009206404207693187
Baseline,6600,-6.878555297840094e-05,2.3219935566711425,2.321924771118164,10.0,57546508800.0,0.009593645204998802
Baseline,6650,-0.00031788696289103413,2.3202082792663576,2.3198903923034666,10.0,57982467200.0,0.009030607033343574
Baseline,6700,-0.00027133865356443465,2.3213777297973635,2.321106391143799,10.0,58418425600.0,0.009930078665461639
Baseline,6750,-0.00010969360351564816,2.321291717224121,2.3211820236206053,10.0,58854384000.0,0.009493322151330951
Baseline,6800,-0.00013367874145497893,2.3237492148590086,2.3236155361175537,10.0,59290342400.0,0.009091627220958309
Baseline,6850,-0.00033644493103057727,2.3224765290069582,2.3221400840759276,10.0,59726300800.0,0.009090990518008924
Baseline,6900,-0.0002945389556887612,2.3205553746032717,2.320260835647583,10.0,60162259200.0,0.009268968803818823
Baseline,6950,-0.0003097222900390051,2.320496656188965,2.320186933898926,10.0,60598217600.0,0.009327837145751462
Baseline,7000,-0.0003826176452639274,2.3200975636291505,2.3197149459838866,10.0,61034176000.0,0.00897379966000601
Baseline,7050,8.559539794905646e-05,2.3186180728149415,2.3187036682128905,10.0,61470134400.0,0.0093297608503217
Baseline,7100,-0.00028389892578140064,2.3200958198547363,2.319811920928955,10.0,61906092800.0,0.009180110027957933
Baseline,7150,-0.0002717788696289247,2.3210787719726564,2.3208069931030275,10.0,62342051200.0,0.008863757792650773
Baseline,7200,-0.00010792129516623561,2.3188916516113283,2.318783730316162,10.0,62778009600.0,0.009568831372625264
Baseline,7250,-0.00037893936157207264,2.320107380981445,2.319728441619873,10.0,63213968000.0,0.009237265935975925
Baseline,7300,-0.00023412963867164294,2.3169521926116943,2.3167180629730226,10.0,63649926400.0,0.009337133610477177
Baseline,7350,-0.0002634295654297958,2.3193352809143066,2.319071851348877,10.0,64085884800.0,0.009353321307328721
Baseline,7400,-0.0006016731262206143,2.318609966278076,2.3180082931518555,10.0,64521843200.0,0.009421443595158563
Baseline,7450,-0.0004958668518066922,2.3195094174194337,2.319013550567627,10.0,64957801600.0,0.009864376162868348
Baseline,7500,-0.0002312545013429812,2.319076475067139,2.318845220565796,10.0,65393760000.0,0.009587983833094582
Baseline,7550,-0.0002761424255370848,2.3192251906585692,2.318949048233032,10.0,65829718400.0,0.009015136795287782
Baseline,7600,-0.000241668395996264,2.319200240020752,2.318958571624756,10.0,66265676800.0,0.009250663921059898
Baseline,7650,-0.0003581049346923493,2.319071855010986,2.3187137500762938,10.0,66701635200.0,0.009509596187270907
Baseline,7700,-0.0004346945953366266,2.319683933944702,2.3192492393493653,10.0,67137593600.0,0.009183867507575171
Baseline,7750,-0.0005601612854002624,2.321101360015869,2.320541198730469,10.0,67573552000.0,0.009255990181774365
Baseline,7800,-0.0004192901611328459,2.3193689910888673,2.3189497009277344,10.0,68009510400.0,0.009578098191612682
Baseline,7850,-0.00026544586181653784,2.318304859313965,2.3180394134521483,10.0,68445468800.0,0.009725894215594343
Baseline,7900,-0.0001673023986819011,2.3190380421447756,2.3188707397460937,9.99,68881427200.0,0.009254882121157515
Baseline,7950,-0.0005099357604980703,2.3212554565429686,2.3207455207824705,10.0,69317385600.0,0.009140336467032651
Baseline,8000,-0.0007940852355958761,2.320758706970215,2.319964621734619,10.0,69753344000.0,0.009243041647736084
Baseline,8050,-0.0004190615081789417,2.3195038305664064,2.3190847690582275,10.0,70189302400.0,0.009143504553118053
Baseline,8100,-0.0006111719512942315,2.319395729675293,2.318784557723999,10.0,70625260800.0,0.009875469280354965
Baseline,8150,-0.00043420074462874325,2.320072537689209,2.31963833694458,10.0,71061219200.0,0.0092745280292592
Baseline,8200,-0.0006066387939456241,2.319039181213379,2.3184325424194334,10.0,71497177600.0,0.009309591839877607
Baseline,8250,-0.0007233184051513852,2.3177322970581056,2.317008978652954,10.0,71933136000.0,0.00935915126323772
Baseline,8300,-0.0013161029815673686,2.3215884647369385,2.320272361755371,10.0,72369094400.0,0.009839057025258646
Baseline,8350,-0.0010339964294434623,2.3201115240478516,2.319077527618408,10.0,72805052800.0,0.009657333995003781
Baseline,8400,-0.0006009401702882222,2.3177269892120362,2.317126049041748,10.0,73241011200.0,0.009506908088826071
Baseline,8450,-0.0007752369689941752,2.3171985035705567,2.3164232666015625,10.0,73676969600.0,0.009504443154014807
Baseline,8500,-0.0005140447235110202,2.318002113876343,2.317488069152832,10.0,74112928000.0,0.009396925854262684
Baseline,8550,-0.0007315235900877681,2.3180797077941895,2.3173481842041017,10.0,74548886400.0,0.009613394943499432
Baseline,8600,-0.000683837203979909,2.314825709228516,2.314141872024536,10.0,74984844800.0,0.00937241027904483
Baseline,8650,-0.0013432491302491911,2.316645568084717,2.3153023189544677,9.99,75420803200.0,0.00934955452505828
Baseline,8700,-0.0005286421966550492,2.3160525031280517,2.3155238609313966,10.0,75856761600.0,0.009488315740596664
Baseline,8750,-0.0010106986999511847,2.317302338409424,2.3162916397094726,10.0,76292720000.0,0.009476916164207271
Baseline,8800,-0.001200605773926,2.3152608978271485,2.3140602920532225,10.0,76728678400.0,0.009296790135946687
Baseline,8850,-0.0009059236145021465,2.3180225205993654,2.3171165969848633,10.0,77164636800.0,0.009114076863783604
Baseline,8900,-0.0010856563568113486,2.317740927505493,2.3166552711486816,10.0,77600595200.0,0.009415991213973473
Baseline,8950,-0.001244775085448957,2.3170854161071777,2.3158406410217287,10.0,78036553600.0,0.009401721174546329
Baseline,9000,-0.0013207334136962068,2.3176241193389893,2.316303385925293,10.0,78472512000.0,0.00942952936691419
Baseline,9050,-0.0011595906829833247,2.3175938890075685,2.316434298324585,10.0,78908470400.0,0.00975279366510301
Baseline,9100,-0.0013869442749023797,2.3187885777282715,2.317401633453369,10.0,79344428800.0,0.009355044528797563
Baseline,9150,-0.001157492904663382,2.3203164559173586,2.319158963012695,9.99,79780387200.0,0.009602909468527255
Baseline,9200,-0.0013086366271970462,2.3178878854370115,2.3165792488098145,10.0,80216345600.0,0.009689848047418048
Baseline,9250,-0.0010667517089846257,2.3170739000701905,2.316007148361206,10.0,80652304000.0,0.009673933845675243
Baseline,9300,-0.0006898383331299662,2.3185454138946535,2.3178555755615236,10.0,81088262400.0,0.00967020835289768
Baseline,9350,-0.0009447064971923602,2.3185977994537352,2.317653092956543,10.0,81524220800.0,0.00961798420329173
Baseline,9400,-0.0008720774841308732,2.3178359301757814,2.3169638526916505,10.0,81960179200.0,0.009366975469000127
Baseline,9450,-0.0007631304931643434,2.317102377624512,2.3163392471313475,10.0,82396137600.0,0.008914521310385915
Baseline,9500,-0.0007084476470944345,2.315947538757324,2.3152390911102296,10.0,82832096000.0,0.00931631344455518
Baseline,9550,-0.0010329418945311808,2.31472056892395,2.313687627029419,10.0,83268054400.0,0.009251614212121551
Baseline,9600,-0.0008926559448241278,2.3147620666503905,2.3138694107055664,9.92,83704012800.0,0.009429171446562367
Baseline,9650,-0.00045961326599153196,2.3120372194671632,2.3115776062011717,9.99,84139971200.0,0.009420719986063609
Baseline,9700,-0.001450246887206852,2.315762679748535,2.3143124328613283,10.0,84575929600.0,0.009847081765694965
Baseline,9750,-0.0011280470275880639,2.3178515577697754,2.3167235107421873,10.0,85011888000.0,0.009290122240339305
Baseline,9800,-0.0013087446594237662,2.320185506286621,2.3188767616271972,10.0,85447846400.0,0.009345360065790887
Baseline,9850,-0.0008875086975099755,2.316812356109619,2.3159248474121092,9.95,85883804800.0,0.009272850045418978
Baseline,9900,-0.0008030618286132274,2.3150437196350095,2.3142406578063963,9.99,86319763200.0,0.009580026453640467
Baseline,9950,-0.0011702799987793888,2.316866600341797,2.3156963203430174,9.99,86755721600.0,0.009510263284482168
Baseline,10000,-0.0014710498809815675,2.315985303115845,2.3145142532348633,9.94,87191680000.0,0.009550935209034906
Baseline,10050,-0.0011285946655270607,2.3152437073516845,2.3141151126861574,9.99,87627638400.0,0.009947107394588872
Baseline,10100,-0.0006835505676270337,2.315466741104126,2.314783190536499,9.91,88063596800.0,0.009260866528330403
Baseline,10150,-0.0010469830322268336,2.317160481719971,2.316113498687744,9.98,88499555200.0,0.009327575934294851
Baseline,10200,-0.0011173170471190375,2.3154667951965333,2.3143494781494143,9.97,88935513600.0,0.009102866248670183
Baseline,10250,-0.0006882804870604886,2.3146993766784667,2.314011096191406,9.99,89371472000.0,0.009443051463003305
Baseline,10300,-0.0011924935913083523,2.318226725540161,2.3170342319488526,9.96,89807430400.0,0.009388699455768002
Baseline,10350,-0.0016258798217774206,2.3153231870269777,2.3136973072052003,9.99,90243388800.0,0.009241821901845993
Baseline,10400,-0.0010342835998531363,2.3161809297180174,2.3151466461181642,10.0,90679347200.0,0.009388072287941251
Baseline,10450,-0.0012859260559081598,2.3156137657165528,2.3143278396606446,9.93,91115305600.0,0.009545370220696658
Baseline,10500,-0.0015933430480954414,2.3174514767456054,2.31585813369751,9.98,91551264000.0,0.009239410859071318
Baseline,10550,-0.001271072692870856,2.3170775119018554,2.3158064392089845,9.89,91987222400.0,0.009532403187348748
Baseline,10600,-0.001499169311523385,2.316910762939453,2.3154115936279296,9.99,92423180800.0,0.009082628331209087
Baseline,10650,-0.0016907151794431918,2.3176620652770996,2.3159713500976564,9.96,92859139200.0,0.009643517991561523
Baseline,10700,-0.0009737313842776985,2.3159658464050294,2.3149921150207518,9.99,93295097600.0,0.009530170508591451
Baseline,10750,-0.0011316971588137825,2.315252116470337,2.3141204193115232,9.97,93731056000.0,0.009329530126737096
Baseline,10800,-0.0012874739837647198,2.315502639694214,2.3142151657104493,9.99,94167014400.0,0.009556642415872873
Baseline,10850,-0.0017327283477786004,2.3141225724792482,2.3123898441314696,10.0,94602972800.0,0.00944773829400546
Baseline,10900,-0.001580858535766172,2.3152864710998533,2.313705612564087,9.96,95038931200.0,0.009527090651519266
Baseline,10950,-0.0019239968872071245,2.321132527694702,2.319208530807495,9.98,95474889600.0,0.009256247999128896
Baseline,11000,-0.0013199166870117018,2.3166494207000734,2.3153295040130617,9.92,95910848000.0,0.009855035639874877
Baseline,11050,-0.0014443276977540442,2.3149595513916017,2.3135152236938477,9.99,96346806400.0,0.009316390598320744
Baseline,11100,-0.0014051346588135338,2.3152164208221437,2.31381128616333,9.88,96782764800.0,0.009410026665669913
Baseline,11150,-0.0013402289581296856,2.3174017611694335,2.316061532211304,9.91,97218723200.0,0.009387926626205878
Baseline,11200,-0.0013348196411135937,2.316770168914795,2.3154353492736814,9.99,97654681600.0,0.009180114632737513
Baseline,11250,-0.0014193563079833993,2.316790118560791,2.3153707622528077,9.98,98090640000.0,0.009335192644169665
Baseline,11300,-0.0015424629211424623,2.314692339324951,2.3131498764038088,9.94,98526598400.0,0.009442953251687125
Baseline,11350,-0.0016679820251463973,2.3168627192687987,2.3151947372436523,9.99,98962556800.0,0.009433540225081949
Baseline,11400,-0.0014438557434082178,2.316111499481201,2.314667643737793,9.8,99398515200.0,0.00972673061995838
Baseline,11450,-0.0016476709747315077,2.31690344871521,2.3152557777404783,9.98,99834473600.0,0.0097421632243067
Baseline,11500,-0.001549889450073394,2.3167480824279787,2.3151981929779053,9.96,100270432000.0,0.009487339585020637
Baseline,11550,-0.0016868046569822326,2.3164588719177246,2.3147720672607424,9.86,100706390400.0,0.009508955400297813
Baseline,11600,-0.0016760181427000198,2.3168636390686035,2.3151876209259035,9.97,101142348800.0,0.009436232123684307
Baseline,11650,-0.002226145782470823,2.3168375761413573,2.3146114303588865,9.87,101578307200.0,0.009777752210832102
Baseline,11700,-0.0013945517730715729,2.316915569610596,2.3155210178375243,9.86,102014265600.0,0.009225637855219371
Baseline,11750,-0.0015016528320312972,2.3158158847045898,2.3143142318725585,9.84,102450224000.0,0.009571240633693811
Baseline,11800,-0.0011055495452878539,2.314426636428833,2.313321086883545,9.94,102886182400.0,0.009591178022226143
Baseline,11850,-0.0013545869445801273,2.3160871892547608,2.3147326023101806,9.95,103322140800.0,0.00895125284697167
Baseline,11900,-0.0021114356994624828,2.3146599372863768,2.3125485015869143,9.89,103758099200.0,0.009378262602396149
Baseline,11950,-0.0018490176391603441,2.3144395701599123,2.312590552520752,9.9,104194057600.0,0.009351602483116627
Baseline,12000,-0.001577084274292151,2.315171706314087,2.313594622039795,9.89,104630016000.0,0.009494915806732706
Baseline,12050,-0.0015534815979005856,2.3151749522399903,2.3136214706420897,9.85,105065974400.0,0.009225094399738265
Baseline,12100,-0.001528428268432691,2.312494054412842,2.310965626144409,9.87,105501932800.0,0.00954475736974104
Baseline,12150,-0.0008582066345215189,2.312406633834839,2.3115484272003175,9.84,105937891200.0,0.009279734242677574
Baseline,12200,-0.0013920178222659452,2.3130593357849123,2.3116673179626464,9.69,106373849600.0,0.009334755613506496
Baseline,12250,-0.0014720294952392798,2.31080678024292,2.3093347507476807,9.72,106809808000.0,0.009462651877143069
Baseline,12300,-0.0016067196655273897,2.3147932888793945,2.313186569213867,9.74,107245766400.0,0.009286040145441909
Baseline,12350,-0.0014611796569825586,2.3132796595764162,2.3118184799194337,9.73,107681724800.0,0.009354657250601384
