Experiment,Epoch,Iteration,Gap,TrainLoss,ValLoss,TestAcc,CommBits,ConsErr
Baseline,44,3500,-0.0040252708435057905,2.3013970344543457,2.29737176361084,14.71,30517088000.0,0.0006207544329534534
Baseline,44,3550,-0.004264613037109566,2.3019337406921387,2.297669127655029,14.62,30953046400.0,0.0006584216239466964
Baseline,45,3600,-0.004446950836181962,2.3016171092224122,2.2971701583862303,14.67,31389004800.0,0.0006823002269693505
Baseline,46,3650,-0.0043046865844726945,2.3019298597717284,2.2976251731872557,14.68,31824963200.0,0.0007004583281659225
Baseline,46,3700,-0.004172368240356494,2.30196163520813,2.2977892669677735,14.37,32260921600.0,0.0006992514893679129
Baseline,47,3750,-0.00430984939575163,2.3015183668518064,2.297208517456055,14.76,32696880000.0,0.0006707983387722154
Baseline,48,3800,-0.004308973770141389,2.301899924545288,2.2975909507751466,14.6,33132838400.0,0.000685028454888112
Baseline,48,3850,-0.004201911315917961,2.301809523162842,2.297607611846924,14.75,33568796800.0,0.0006436254638450128
Baseline,49,3900,-0.004522082977294506,2.301776747970581,2.2972546649932863,14.75,34004755200.0,0.0006562808464201306
Baseline,49,3950,-0.003964091186523522,2.302353587799072,2.2983894966125487,14.47,34440713600.0,0.0007137358639499561
