Experiment,Iteration,Gap,TrainLoss,ValLoss,TestAcc,CommBits,ConsErr
Baseline,900,-0.004334196090698406,2.2959583362579346,2.291624140167236,9.8,7847251200.0,0.009252338085752465
Baseline,950,-0.004716464385986274,2.2930574578857423,2.288340993499756,10.27,8283209600.0,0.018070761592963523
Baseline,1000,-0.004334962387084751,2.2937689723205565,2.289434009933472,10.57,8719168000.0,0.009557154794000666
Baseline,1050,-0.005077632064819593,2.2936048403930664,2.288527208328247,10.34,9155126400.0,0.00961390559050751
Baseline,1100,-0.004871615447997968,2.29344217628479,2.288570560836792,10.25,9591084800.0,0.010247998740949126
Baseline,1150,-0.005535525894165172,2.291659495162964,2.286123969268799,10.4,10027043200.0,0.010429970715461557
Baseline,1200,-0.00516815658569314,2.2946472966766356,2.2894791400909424,10.01,10463001600.0,0.011084386061038643
Baseline,1250,-0.004719570159911868,2.297803893280029,2.2930843231201172,10.0,10898960000.0,0.011513066485660806
Baseline,1300,-0.006605505981445159,2.2963077387237547,2.2897022327423096,10.0,11334918400.0,0.010640619958311403
Baseline,1350,-0.006628911132812387,2.295259503479004,2.2886305923461916,10.05,11770876800.0,0.013168872378803754
Baseline,1400,-0.005640687255859422,2.292375559692383,2.2867348724365235,10.0,12206835200.0,0.01034070132852145
Baseline,1450,-0.005704736480712569,2.29577399230957,2.2900692558288576,10.05,12642793600.0,0.010369754340300541
Baseline,1500,-0.006715907821654987,2.2935265882110594,2.2868106803894044,10.0,13078752000.0,0.00997174421281517
Baseline,1550,-0.007455266647339087,2.2940955170440676,2.2866402503967285,10.0,13514710400.0,0.010405813200189651
Baseline,1600,-0.007614054718017904,2.2940101141357423,2.2863960594177244,10.54,13950668800.0,0.01058580837476496
Baseline,1650,-0.007205557174682298,2.294031665725708,2.2868261085510255,10.0,14386627200.0,0.010798928480446602
Baseline,1700,-0.00783216369628903,2.2937231270599363,2.2858909633636473,10.0,14822585600.0,0.01012609491875397
Baseline,1750,-0.0070795301055910365,2.2964596280670166,2.2893800979614256,10.27,15258544000.0,0.011733992994333198
Baseline,1800,-0.007721750717162745,2.294275497894287,2.2865537471771242,10.0,15694502400.0,0.010080554834254718
Baseline,1850,-0.005996710052490251,2.299118715515137,2.2931220054626467,10.0,16130460800.0,0.010242422326395384
Baseline,1900,-0.006873049163818479,2.2928900352478028,2.2860169860839843,10.03,16566419200.0,0.016979377997132915
Baseline,1950,-0.007614188156127799,2.292549046859741,2.2849348587036133,10.0,17002377600.0,0.010855872034494785
Baseline,2000,-0.007390772705078152,2.295965271072388,2.2885744983673098,10.05,17438336000.0,0.01075425110917817
Baseline,2050,-0.008275171813964644,2.2934686338043213,2.2851934619903567,10.02,17874294400.0,0.01040649239471444
Baseline,2100,-0.007860563049316038,2.293157371673584,2.2852968086242678,10.0,18310252800.0,0.010432116538052105
Baseline,2150,-0.008365160369873337,2.292713554763794,2.2843483943939207,10.01,18746211200.0,0.010247677500145358
Baseline,2200,-0.00874213943481461,2.290936040496826,2.2821939010620116,10.01,19182169600.0,0.01100724791386155
Baseline,2250,-0.01056047683715855,2.290422105178833,2.2798616283416746,10.03,19618128000.0,0.011788033665799447
Baseline,2300,-0.01049206199645969,2.2931546977996824,2.2826626358032227,10.0,20054086400.0,0.01289165330865425
Baseline,2350,-0.010035155639648519,2.2917345811462404,2.281699425506592,10.0,20490044800.0,0.010119715772900694
Baseline,2400,-0.010207953948974335,2.2933749854278562,2.283167031478882,10.38,20926003200.0,0.010305947228117696
Baseline,2450,-0.009892524642944434,2.2904736933898926,2.280581168746948,10.07,21361961600.0,0.017038383159023306
Baseline,2500,-0.00958086608886699,2.28767198928833,2.278091123199463,10.01,21797920000.0,0.01099792241973634
Baseline,2550,-0.010065247879028405,2.2841896169281006,2.2741243690490722,10.04,22233878400.0,0.010802944772196876
Baseline,2600,-0.009564010772705078,2.2905386209106444,2.2809746101379393,10.38,22669836800.0,0.010537789487555549
Baseline,2650,-0.009266923599243526,2.291434293060303,2.2821673694610594,10.01,23105795200.0,0.01012324618980497
Baseline,2700,-0.009809950790405253,2.2995173051452635,2.2897073543548583,10.0,23541753600.0,0.011232123126956105
Baseline,2750,-0.008545809555053907,2.2956579078674317,2.287112098312378,10.0,23977712000.0,0.01095915721669143
Baseline,2800,-0.007908501205444285,2.296347201309204,2.2884387001037596,10.01,24413670400.0,0.010778944860602768
Baseline,2850,-0.010364380798340012,2.2914306649780274,2.2810662841796874,10.15,24849628800.0,0.014888278131602173
Baseline,2900,-0.008181888809204452,2.2967139311218263,2.288532042312622,10.0,25285587200.0,0.010711248144740415
Baseline,2950,-0.008238223419189339,2.2941700143432615,2.285931790924072,10.1,25721545600.0,0.010717183914381223
Baseline,3000,-0.010032363510131592,2.2926908988952635,2.282658535385132,10.0,26157504000.0,0.010768160785069947
Baseline,3050,-0.008755850296020551,2.290573320465088,2.2818174701690674,10.0,26593462400.0,0.011413555636221418
Baseline,3100,-0.010591721496582274,2.2947442643737794,2.284152542877197,10.0,27029420800.0,0.010221820240138235
Baseline,3150,-0.009258335113525362,2.294915657043457,2.2856573219299317,10.0,27465379200.0,0.010791025786742214
Baseline,3200,-0.009876328811645685,2.2965385480499267,2.286662219238281,10.0,27901337600.0,0.010606136407996913
Baseline,3250,-0.009309397048950174,2.293416440887451,2.284107043838501,10.0,28337296000.0,0.01264947567587652
Baseline,3300,-0.009585177459716654,2.2911233213806153,2.2815381439208986,10.0,28773254400.0,0.010496110297955696
Baseline,3350,-0.008046493530273313,2.29251695022583,2.2844704566955567,10.0,29209212800.0,0.011018727857798694
Baseline,3400,-0.00887225563049343,2.29307548286438,2.2842032272338866,10.0,29645171200.0,0.01855757988659641
Baseline,3450,-0.009906633682250643,2.288159860534668,2.278253226852417,10.0,30081129600.0,0.011502976803454367
Baseline,3500,-0.009454737548828085,2.289799331741333,2.280344594192505,10.0,30517088000.0,0.010652544167658717
Baseline,3550,-0.009284452514648489,2.29452974899292,2.2852452964782715,10.01,30953046400.0,0.011875782354774189
Baseline,3600,-0.008719454498290702,2.3018355029296873,2.2931160484313966,9.68,31389004800.0,0.009744405643180964
Baseline,3650,-0.010991200637817666,2.2882927085876466,2.277301507949829,10.0,31824963200.0,0.011351175821100467
Baseline,3700,-0.008338212814331225,2.2943958338165285,2.2860576210021972,9.98,32260921600.0,0.011873961866471449
Baseline,3750,-0.010159302444458174,2.2904667750549317,2.2803074726104735,10.0,32696880000.0,0.010235049473197788
Baseline,3800,-0.009739743194580264,2.293570674285889,2.2838309310913085,10.0,33132838400.0,0.014516096844647896
Baseline,3850,-0.008949322357177714,2.2923681719207765,2.2834188495635988,9.87,33568796800.0,0.010441379928041995
Baseline,3900,-0.008988038253784136,2.289307357788086,2.2803193195343017,10.03,34004755200.0,0.010567463481435469
Baseline,3950,-0.008237832336425832,2.2917586399841308,2.283520807647705,9.99,34440713600.0,0.014937464767670916
Baseline,4000,-0.008963319931030167,2.2948445375061035,2.2858812175750733,10.01,34876672000.0,0.011026113439860397
Baseline,4050,-0.008071481628417754,2.2917873027038573,2.2837158210754396,10.0,35312630400.0,0.011661412876509547
Baseline,4100,-0.007877697067260936,2.292757827835083,2.284880130767822,10.04,35748588800.0,0.010651443740152977
Baseline,4150,-0.00995843170166033,2.2961228802490234,2.286164448547363,10.08,36184547200.0,0.010663131014165494
Baseline,4200,-0.009385055618286398,2.2970022034454347,2.2876171478271483,10.18,36620505600.0,0.011566206504745746
Baseline,4250,-0.009217007751464834,2.2995561671447753,2.2903391593933105,9.95,37056464000.0,0.011641152420283385
Baseline,4300,-0.009256822128295816,2.2965958525848387,2.287339030456543,10.2,37492422400.0,0.011576852538968152
Baseline,4350,-0.009042772216796724,2.2985950743865966,2.2895523021698,9.64,37928380800.0,0.016616701051201943
Baseline,4400,-0.008225664291381829,2.29640111328125,2.2881754489898682,9.92,38364339200.0,0.011328348376235798
Baseline,4450,-0.0083703711700438,2.296146160812378,2.287775789642334,9.68,38800297600.0,0.010906121093021193
Baseline,4500,-0.008639667358398384,2.2933453665161134,2.284705699157715,10.02,39236256000.0,0.010114092961491118
Baseline,4550,-0.007312210083007642,2.3016897468566895,2.294377536773682,9.54,39672214400.0,0.011381469136589283
Baseline,4600,-0.008446551284789994,2.2961328393554687,2.2876862880706788,9.85,40108172800.0,0.010992431976245054
Baseline,4650,-0.008903886871337807,2.301633296661377,2.2927294097900393,9.42,40544131200.0,0.011052391424638163
Baseline,4700,-0.00859933479309083,2.3057640824127197,2.297164747619629,9.39,40980089600.0,0.011562982933750843
Baseline,4750,-0.011334071044922123,2.291930828552246,2.280596757507324,9.97,41416048000.0,0.013544960523029882
Baseline,4800,-0.01033847946166988,2.3015165964508055,2.2911781169891356,8.33,41852006400.0,0.010938581094455047
Baseline,4850,-0.007430537567139073,2.3002718885040285,2.2928413509368895,7.91,42287964800.0,0.010828693920292943
Baseline,4900,-0.008971651458740126,2.2990771980285643,2.290105546569824,9.87,42723923200.0,0.01596418817234061
Baseline,4950,-0.0082911956024172,2.3038274928283693,2.295536297225952,8.11,43159881600.0,0.011974908216085522
Baseline,5000,-0.00816149444580061,2.3005908973693847,2.292429402923584,8.83,43595840000.0,0.010812984778972934
Baseline,5050,-0.008547022094726575,2.2985358213806153,2.2899887992858887,7.76,44031798400.0,0.011436601629023957
Baseline,5100,-0.007214543228149406,2.3013229523468017,2.2941084091186523,8.16,44467756800.0,0.011538979284045226
Baseline,5150,-0.006673772583007942,2.2980776742553712,2.2914039016723633,8.19,44903715200.0,0.011686917946105024
Baseline,5200,-0.0067574187469481295,2.3035527617645264,2.2967953430175783,7.13,45339673600.0,0.011128633320433401
Baseline,5250,-0.00832806640625039,2.2943068658447268,2.2859787994384764,9.94,45775632000.0,0.011836816894477043
Baseline,5300,-0.008316559371948085,2.293987851486206,2.285671292114258,9.91,46211590400.0,0.015245021831617588
Baseline,5350,-0.008616805419921825,2.2878264878845216,2.2792096824645998,10.18,46647548800.0,0.010846087243380853
Baseline,5400,-0.006860279083252152,2.2934674491882325,2.2866071701049804,9.76,47083507200.0,0.011151292446096084
Baseline,5450,-0.010946485748291046,2.2954405767822266,2.2844940910339355,9.17,47519465600.0,0.011822955776828337
Baseline,5500,-0.008251122436523595,2.2939664308166505,2.285715308380127,9.54,47955424000.0,0.010501571997302006
Baseline,5550,-0.006613518905639992,2.2924535835266115,2.2858400646209716,9.96,48391382400.0,0.010948371206654105
Baseline,5600,-0.009124434204101473,2.292332903213501,2.2832084690093994,10.22,48827340800.0,0.0113190640048629
Baseline,5650,-0.007662719116210859,2.2910033586120604,2.2833406394958495,10.09,49263299200.0,0.011345063282399459
Baseline,5700,-0.00715440765380837,2.2925394036865234,2.285384996032715,10.18,49699257600.0,0.012298296259584895
Baseline,5750,-0.009522980499267586,2.2944771514892577,2.28495417098999,9.86,50135216000.0,0.011320617325385996
Baseline,5800,-0.0075693818664550605,2.291689192352295,2.28411981048584,10.03,50571174400.0,0.012011580702404
Baseline,5850,-0.008150557022094773,2.294531142883301,2.286380585861206,9.83,51007132800.0,0.016240274739506434
Baseline,5900,-0.010119995727539077,2.3007592985534666,2.2906393028259275,8.91,51443091200.0,0.012420633765959355
Baseline,5950,-0.011002195968627948,2.2986915045166016,2.2876893085479737,9.3,51879049600.0,0.011066071294665724
Baseline,6000,-0.008282274627685382,2.3054516002655028,2.2971693256378174,8.36,52315008000.0,0.011893278740792624
Baseline,6050,-0.006494596710205247,2.302745986785889,2.2962513900756836,7.06,52750966400.0,0.010801017335626651
Baseline,6100,-0.009850819396972632,2.296132433319092,2.286281613922119,9.23,53186924800.0,0.011356329728581615
Baseline,6150,-0.010459212036133092,2.298311759490967,2.287852547454834,9.7,53622883200.0,0.011413556838532813
Baseline,6200,-0.010468960647583181,2.293287514190674,2.2828185535430907,9.81,54058841600.0,0.011103375125740523
Baseline,6250,-0.008794327239990185,2.305261128311157,2.296466801071167,6.87,54494800000.0,0.013718849955256174
Baseline,6300,-0.009485817489624182,2.300660640487671,2.291174822998047,8.58,54930758400.0,0.011296395163081775
Baseline,6350,-0.008546827468872475,2.294762904891968,2.2862160774230955,10.33,55366716800.0,0.011340662161658199
Baseline,6400,-0.006485242385864343,2.3026439208221436,2.2961586784362793,10.77,55802675200.0,0.018624773627185176
Baseline,6450,-0.005488811187744247,2.3059578816223145,2.3004690704345703,8.36,56238633600.0,0.01168695073699515
Baseline,6500,-0.006699179916381581,2.305680203323364,2.2989810234069825,8.9,56674592000.0,0.012174044826139851
Baseline,6550,-0.007455775604247705,2.3054707566833494,2.2980149810791017,8.07,57110550400.0,0.011260591080138905
Baseline,6600,-0.008740055618286391,2.301334750518799,2.2925946949005125,8.59,57546508800.0,0.011327631813669381
Baseline,6650,-0.006629108886718971,2.3002060334014893,2.2935769245147704,10.07,57982467200.0,0.012031904897845303
Baseline,6700,-0.009188166046142587,2.2956753910064696,2.286487224960327,10.71,58418425600.0,0.0118733257079499
Baseline,6750,-0.009294527969360367,2.2942034955596924,2.284908967590332,9.85,58854384000.0,0.010320405035898327
Baseline,6800,-0.006090525131225544,2.298999385147095,2.2929088600158694,10.22,59290342400.0,0.014840476390987145
Baseline,6850,-0.005903994140625368,2.2960310151672365,2.290127021026611,11.79,59726300800.0,0.011303285960274334
Baseline,6900,-0.005565695953369421,2.29747952041626,2.2919138244628905,9.51,60162259200.0,0.01156111090694395
Baseline,6950,-0.006045636825561473,2.3012949242401124,2.295249287414551,8.75,60598217600.0,0.01104043096191376
Baseline,7000,-0.006819972534179541,2.301294572753906,2.2944746002197265,8.09,61034176000.0,0.010524674193829964
Baseline,7050,-0.007270659637451438,2.2982046134948733,2.290933953857422,10.0,61470134400.0,0.01140571489227724
Baseline,7100,-0.00792696388244618,2.2966703007507325,2.2887433368682863,10.03,61906092800.0,0.010411304990798943
Baseline,7150,-0.007540890274047918,2.3007198693847655,2.2931789791107176,9.94,62342051200.0,0.011285723886188991
Baseline,7200,-0.008762186431884977,2.2983612922668457,2.2895991058349607,9.38,62778009600.0,0.012694481372204048
Baseline,7250,-0.009686688613891548,2.296901877593994,2.2872151889801025,10.07,63213968000.0,0.010550089491724557
Baseline,7300,-0.009591775207519415,2.296886923675537,2.2872951484680177,11.85,63649926400.0,0.011002385861487518
Baseline,7350,-0.008743424835204738,2.301201636352539,2.292458211517334,9.43,64085884800.0,0.018049480348900204
Baseline,7400,-0.012376178894042855,2.296065704879761,2.283689525985718,11.34,64521843200.0,0.010251451378480858
Baseline,7450,-0.00828717185974126,2.2973239531707765,2.2890367813110353,9.65,64957801600.0,0.011608003549669043
Baseline,7500,-0.010345401763915962,2.29529478225708,2.284949380493164,10.66,65393760000.0,0.011726045847060874
Baseline,7550,-0.009748046112060482,2.2938485298156737,2.284100483703613,10.25,65829718400.0,0.011333719608737813
Baseline,7600,-0.0073410353088378955,2.302970286407471,2.295629251098633,8.34,66265676800.0,0.011814439916185259
Baseline,7650,-0.010767463378906328,2.2937333420562744,2.282965878677368,9.78,66701635200.0,0.011178112129100604
Baseline,7700,-0.009393349533080908,2.297621163253784,2.2882278137207033,9.63,67137593600.0,0.010467758454035737
Baseline,7750,-0.011796181869506928,2.3048355575561525,2.2930393756866456,7.52,67573552000.0,0.014536736780648363
Baseline,7800,-0.010060594024658087,2.3016832819366453,2.291622687911987,9.14,68009510400.0,0.011183975675320534
Baseline,7850,-0.007537159500122126,2.30715673538208,2.299619575881958,9.29,68445468800.0,0.011821804361462785
Baseline,7900,-0.009003034820556532,2.2983316313171387,2.289328596496582,10.67,68881427200.0,0.0159407135016304
