Experiment,Epoch,Iteration,Gap,TrainLoss,ValLoss,TestAcc,CommBits,ConsErr
Baseline,18,1500,-1.158777305603027,6.507797221374512,5.349019915771485,8.07,13078752000.0,0.1559308268437034
Baseline,19,1550,-3.887835603332519,15.020834829711914,11.132999226379395,9.49,13514710400.0,0.14730905563964888
Baseline,20,1600,-1.2134591098022458,8.007164610595703,6.7937055007934575,10.44,13950668800.0,0.16276131223603835
Baseline,20,1650,-5.344006109619141,25.385812673950195,20.041806564331054,10.0,14386627200.0,0.14943767425133386
Baseline,21,1700,-4.442408194580079,23.31727786010742,18.874869665527342,8.51,14822585600.0,0.15405587189181577
Baseline,22,1750,0.46384417510986253,11.554970715942384,12.018814891052246,10.24,15258544000.0,0.20520388740472323
Baseline,22,1800,4.076271824035645,11.861152446594238,15.937424270629883,10.95,15694502400.0,0.14900917919907694
Baseline,23,1850,-0.6314321334838855,10.850277442932128,10.218845309448243,11.98,16130460800.0,0.1546702539051264
Baseline,24,1900,-1.5775141644287114,6.383767309265137,4.806253144836425,11.55,16566419200.0,0.34815121183291
Baseline,24,1950,-2.7931886724853516,8.943828668823242,6.15063999633789,11.94,17002377600.0,0.15500406718204457
Baseline,25,2000,-2.2259549246215826,12.876239954223633,10.65028502960205,9.67,17438336000.0,0.1543295162937719
Baseline,25,2050,-5.942218032226563,25.832044756469728,19.889826724243164,10.89,17874294400.0,0.16581987582660745
Baseline,26,2100,-5.465616973266602,24.499676818237305,19.034059844970702,10.02,18310252800.0,0.1481972504721673
Baseline,27,2150,-1.5965401531982426,13.38138220489502,11.784842051696778,9.12,18746211200.0,0.17270086070840734
Baseline,27,2200,-4.932214365234376,20.61872577270508,15.686511407470704,9.15,19182169600.0,0.16840257527087293
Baseline,28,2250,-3.7098228186035147,15.53351119140625,11.823688372802735,9.0,19618128000.0,0.15832433447223515
Baseline,29,2300,-2.7433284716796873,11.608801423950196,8.865472952270508,10.38,20054086400.0,0.22867795746146805
Baseline,29,2350,-3.99201875793457,17.92485276672363,13.932834008789062,9.65,20490044800.0,0.16397522431296832
Baseline,30,2400,-0.6931859848022466,13.886238859558105,13.193052874755859,9.48,20926003200.0,0.16981429047452376
Baseline,31,2450,-1.4336105038452143,14.823577587585449,13.389967083740235,9.95,21361961600.0,0.34693536248264145
Baseline,31,2500,-0.4977534512329118,11.210736547546388,10.712983096313476,10.06,21797920000.0,0.15945699045276224
Baseline,32,2550,-3.791429041137695,15.408520392456055,11.61709135131836,10.03,22233878400.0,0.16528401668552029
Baseline,32,2600,-0.7408843267822256,14.089971924438476,13.34908759765625,10.24,22669836800.0,0.15677715459607294
Baseline,33,2650,-3.21482087219238,21.38628650024414,18.17146562805176,10.0,23105795200.0,0.16554775893208476
Baseline,34,2700,-2.1957689868164056,16.48090731689453,14.285138330078125,9.96,23541753600.0,0.17992456143694008
Baseline,34,2750,-2.272950005493165,13.742082888183594,11.46913288269043,10.08,23977712000.0,0.15855214994319108
Baseline,35,2800,-0.8142978115844723,10.07034026611328,9.256042454528808,11.61,24413670400.0,0.1651870201572498
Baseline,36,2850,-0.49554566680908074,10.705119690246581,10.2095740234375,11.34,24849628800.0,0.24525799585514269
Baseline,36,2900,-0.8600490081787093,10.740420642089843,9.880371633911134,10.28,25285587200.0,0.1572300429952934
Baseline,37,2950,-1.7024448229980473,8.883484419555664,7.181039596557617,11.77,25721545600.0,0.16912242176155362
Baseline,37,3000,-2.6170336560058587,12.408697071533203,9.791663415527344,10.53,26157504000.0,0.17063940596407381
Baseline,38,3050,-3.8293520877075196,12.42075263244629,8.59140054473877,10.82,26593462400.0,0.16373035194086097
Baseline,39,3100,-5.0596763818359385,15.176984887084961,10.117308505249023,11.3,27029420800.0,0.16899885890515395
Baseline,39,3150,-3.6950230200195318,12.464579846801758,8.769556826782226,12.06,27465379200.0,0.17157132074862586
Baseline,40,3200,-5.5988723815917965,17.008809252929687,11.40993687133789,10.33,27901337600.0,0.1443940263839023
Baseline,41,3250,-7.009599156494142,21.004866981811524,13.995267825317383,10.44,28337296000.0,0.2132722575070991
Baseline,41,3300,-3.616376616821288,22.07178997741699,18.455413360595703,10.05,28773254400.0,0.16391414287604622
Baseline,42,3350,-4.6725118688964855,26.907693240966797,22.23518137207031,9.97,29209212800.0,0.15809283339757307
Baseline,43,3400,-3.628469351196287,18.882524267578123,15.254054916381836,10.48,29645171200.0,0.4135649031279371
Baseline,43,3450,-5.133523252868651,18.649342303466796,13.515819050598145,10.72,30081129600.0,0.16503410721507059
Baseline,44,3500,-2.4512987661743164,14.075873016967773,11.624574250793456,12.28,30517088000.0,0.14429066633271254
Baseline,44,3550,-3.6677213873291024,20.444236298217774,16.77651491088867,9.83,30953046400.0,0.17333527476152089
Baseline,45,3600,-2.0963474563598634,14.235013459777832,12.138666003417969,10.55,31389004800.0,0.16173718964636502
Baseline,46,3650,-3.1563059078979503,11.546584754638673,8.390278846740722,12.61,31824963200.0,0.20073094708892167
Baseline,46,3700,-5.564004783935548,19.230428489990235,13.666423706054687,10.59,32260921600.0,0.17784830930224108
Baseline,47,3750,-4.188414549560546,18.05199543029785,13.863580880737304,9.38,32696880000.0,0.16247923245847745
Baseline,48,3800,-5.1236049664306655,24.374234440307617,19.250629473876952,11.01,33132838400.0,0.27682943224540485
Baseline,48,3850,-4.020005146484376,16.44071704223633,12.420711895751953,11.68,33568796800.0,0.16547500771938956
Baseline,49,3900,-3.373770183105468,9.87297676422119,6.499206581115723,12.91,34004755200.0,0.15812245700171806
Baseline,49,3950,-4.268546203918458,17.181479637451172,12.912933433532714,12.96,34440713600.0,0.32201214083632657
