Experiment,Iteration,Gap,TrainLoss,ValLoss,TestAcc,CommBits,ConsensusError
Baseline,3450,-0.00042183670043938193,2.3154614096069337,2.3150395729064943,10.0,30081129600.0,0.002323768570150447
Baseline,3500,-0.00042125320434571734,2.3155943981170655,2.3151731449127197,10.0,30517088000.0,0.0022992667120294297
Baseline,3550,-0.0005358508300781217,2.315639924545288,2.3151040737152098,10.0,30953046400.0,0.0023486129595207046
Baseline,3600,-0.0005115790557859157,2.3157389136505127,2.3152273345947267,10.0,31389004800.0,0.002358493233725542
Baseline,3650,-0.00038994483947751846,2.3164061149597166,2.316016170120239,10.0,31824963200.0,0.0023268718314421095
Baseline,3700,-0.0004306035614014547,2.3164794999694824,2.316048896408081,10.0,32260921600.0,0.0023379254307375223
Baseline,3750,-0.00043268234252913373,2.3169493548583984,2.3165166725158692,10.0,32696880000.0,0.0022654934396460907
Baseline,3800,-0.000825552978515276,2.3178737783813474,2.317048225402832,10.0,33132838400.0,0.002355027034006768
Baseline,3850,-0.0004900518035886314,2.3169299634552,2.3164399116516114,10.0,33568796800.0,0.0022852901171051985
Baseline,3900,-0.0005766197967527198,2.3171745014953613,2.3165978816986086,10.0,34004755200.0,0.002285367943888711
Baseline,3950,-0.0007577827453610908,2.3176984405517578,2.3169406578063967,10.0,34440713600.0,0.0023691507508373207
Baseline,4000,-0.0007316016387939328,2.317138949127197,2.3164073474884033,10.0,34876672000.0,0.00218752246487722
Baseline,4050,-0.0007199804687503253,2.3177173460388185,2.316997365570068,10.0,35312630400.0,0.002183331207346431
Baseline,4100,-0.0006104648590086192,2.316992023849487,2.3163815589904786,10.0,35748588800.0,0.0022704040613404893
Baseline,4150,-0.0006420407867429034,2.3173563073730468,2.316714266586304,10.0,36184547200.0,0.0023555664612661454
Baseline,4200,-0.0006247749328611718,2.3178959243774413,2.31727114944458,10.0,36620505600.0,0.0022974903920365553
Baseline,4250,-0.000638855133056726,2.3179065629577638,2.317267707824707,10.0,37056464000.0,0.002315011192972094
Baseline,4300,-0.0006379919433596726,2.318147650756836,2.3175096588134765,10.0,37492422400.0,0.0022493278156918567
Baseline,4350,-0.0006940822601317898,2.318083093261719,2.317389011001587,10.0,37928380800.0,0.002411665633634932
Baseline,4400,-0.0007372252655031275,2.3181863230896,2.3174490978240967,10.0,38364339200.0,0.0022234001903544574
Baseline,4450,-0.0007833003234862801,2.3184672122192382,2.317683911895752,10.0,38800297600.0,0.002260984142912631
Baseline,4500,-0.0007748857116700592,2.3191350175476075,2.3183601318359375,10.0,39236256000.0,0.0022255988219463006
Baseline,4550,-0.0006007631683351278,2.3184761736297608,2.3178754104614256,10.0,39672214400.0,0.0023821209740986864
Baseline,4600,-0.0008173949432372929,2.3180158534240722,2.317198458480835,10.0,40108172800.0,0.0024147547523150348
Baseline,4650,-0.0008197427368163979,2.317235008392334,2.3164152656555177,10.0,40544131200.0,0.0023051039753223175
Baseline,4700,-0.0007892240142823859,2.318457710418701,2.317668486404419,10.0,40980089600.0,0.0021894928437009298
Baseline,4750,-0.0009487396240235313,2.3181847312927246,2.317235991668701,10.0,41416048000.0,0.0023229342803341825
Baseline,4800,-0.0008357053375243062,2.317958920059204,2.3171232147216796,10.0,41852006400.0,0.0023467768784964176
Baseline,4850,-0.0005156723785404438,2.3177775555419924,2.317261883163452,10.0,42287964800.0,0.002329520386200662
Baseline,4900,-0.0006374002838134274,2.3180331186676026,2.317395718383789,10.0,42723923200.0,0.0022539118516996387
Baseline,4950,-0.0009550538635250128,2.318683530578613,2.317728476715088,10.0,43159881600.0,0.002321889162655008
Baseline,5000,-0.001065904693603681,2.3197790997314454,2.3187131950378417,10.0,43595840000.0,0.0024127765696917046
Baseline,5050,-0.0008224208068847716,2.3190022425842285,2.3181798217773437,10.0,44031798400.0,0.0023722794872209213
Baseline,5100,-0.0009352839660645706,2.319436986846924,2.318501702880859,10.0,44467756800.0,0.002427766048025229
Baseline,5150,-0.000793554992675638,2.3185811030578614,2.3177875480651857,10.0,44903715200.0,0.0023719006640022496
Baseline,5200,-0.0007040422058106621,2.3179883836364747,2.317284341430664,10.0,45339673600.0,0.002291081854323537
Baseline,5250,-0.0008948023986814491,2.3191977126312255,2.318302910232544,10.0,45775632000.0,0.0023527991209592427
Baseline,5300,-0.0009151446533199881,2.3180729312133788,2.3171577865600588,10.0,46211590400.0,0.00237808385427036
Baseline,5350,-0.0009663118743898913,2.3186493128204346,2.3176830009460447,10.0,46647548800.0,0.0024737141053426557
Baseline,5400,-0.001010694351196495,2.3178731172943117,2.316862422943115,10.0,47083507200.0,0.0023848688471715647
Baseline,5450,-0.0010622305297851575,2.3186117262268064,2.3175494956970213,10.0,47519465600.0,0.0022715742311481156
Baseline,5500,-0.0011709390258789476,2.3193299836730956,2.3181590446472167,10.0,47955424000.0,0.0022639741279383203
Baseline,5550,-0.0010136898803714267,2.3181521992492677,2.3171385093688963,10.0,48391382400.0,0.002316806489819087
Baseline,5600,-0.0008853915405273582,2.3189907611083984,2.318105369567871,10.0,48827340800.0,0.002362859683811597
Baseline,5650,-0.0009996222686767808,2.317591156311035,2.316591534042358,10.0,49263299200.0,0.002285732853135039
Baseline,5700,-0.001143302536010804,2.3190572849273683,2.3179139823913575,10.0,49699257600.0,0.0023436570271350653
Baseline,5750,-0.0010416078186037403,2.3190623345947268,2.318020726776123,10.0,50135216000.0,0.002293483138780014
Baseline,5800,-0.0012439163208006754,2.318528516769409,2.3172846004486085,10.0,50571174400.0,0.002493036729929285
Baseline,5850,-0.001262985076904144,2.3189004789733887,2.3176374938964845,10.0,51007132800.0,0.0022683366029854516
Baseline,5900,-0.0010780245971679925,2.318358463592529,2.317280438995361,10.0,51443091200.0,0.00236260247165479
Baseline,5950,-0.0009644950103759875,2.318686981124878,2.317722486114502,10.0,51879049600.0,0.0025922994459878753
Baseline,6000,-0.0010406256866453134,2.3185381396484375,2.317497513961792,10.0,52315008000.0,0.0022175423183275977
Baseline,6050,-0.0012327064514159325,2.319398723602295,2.318166017150879,10.0,52750966400.0,0.002294572330163519
Baseline,6100,-0.0013738417816164805,2.3188785445404054,2.317504702758789,10.0,53186924800.0,0.0023717455054852675
Baseline,6150,-0.0012743462371829217,2.318168751602173,2.31689440536499,10.0,53622883200.0,0.002203355036383375
Baseline,6200,-0.0014373242187502022,2.319648006134033,2.318210681915283,10.0,54058841600.0,0.002357853581850941
Baseline,6250,-0.00130041152954119,2.3193296099853518,2.3180291984558106,10.0,54494800000.0,0.0023782014824377416
Top10,50,-0.0006890673828126026,2.2993374209594726,2.29864835357666,10.55,87190400.0,0.002096597215724652
Top10,100,-0.0006842929077151005,2.2972849871826173,2.296600694274902,12.42,174380800.0,0.002124908385521937
Top10,150,-0.0008138632202152607,2.295855125656128,2.295041262435913,13.58,261571200.0,0.0022702604510611846
Top10,200,-0.0009580377960203279,2.295312280502319,2.294354242706299,14.43,348761600.0,0.00220686659118772
Top10,250,-0.0012480104827878868,2.294361429824829,2.293113419342041,16.39,435952000.0,0.002149669930120135
Top10,300,-0.0013306351470947497,2.2939181450653074,2.2925875099182127,16.13,523142400.0,0.0022192350169901926
Top10,350,-0.0015324544525143757,2.2930019044494627,2.2914694499969483,16.94,610332800.0,0.0022844413591960712
Top10,400,-0.00154366844177245,2.293106792526245,2.2915631240844725,16.58,697523200.0,0.0021426474609882564
Top10,450,-0.0014433254241943416,2.293986025619507,2.2925427001953125,16.67,784713600.0,0.0021169115056664497
Top10,500,-0.0016974444580077908,2.2927072871398924,2.2910098426818846,17.13,871904000.0,0.0021218978554030073
Top10,550,-0.0018682131195069118,2.292890020980835,2.2910218078613283,16.61,959094400.0,0.002127337144282809
Top10,600,-0.001834437103271469,2.29307446434021,2.2912400272369386,16.28,1046284800.0,0.002081819408119043
Top10,650,-0.001803849716186523,2.2933733752441405,2.291569525527954,16.3,1133475200.0,0.002378951560607584
Top10,700,-0.002036707763671597,2.293124972991943,2.2910882652282716,15.78,1220665600.0,0.002237761781614217
Top10,750,-0.0020122816467287308,2.2928665438079836,2.290854262161255,16.37,1307856000.0,0.00213721539250637
Top10,800,-0.0019289862823486104,2.29333216468811,2.2914031784057616,16.02,1395046400.0,0.002293663021141082
Top10,850,-0.002026152496337641,2.2931245236206053,2.2910983711242676,15.75,1482236800.0,0.002161356566426004
Top10,900,-0.002064177246093646,2.293082467956543,2.2910182907104493,16.5,1569427200.0,0.0023393842653413404
Top10,950,-0.0020042997741702706,2.2929804922485353,2.290976192474365,16.54,1656617600.0,0.0024162960293381804
Top10,1000,-0.002258708190918224,2.2932420066833497,2.2909832984924314,15.79,1743808000.0,0.00201175088297158
Top10,1050,-0.0019588373565673223,2.2932806509399413,2.291321813583374,16.73,1830998400.0,0.0023919229209348027
Top10,1100,-0.002177055053710575,2.2927428070831297,2.290565752029419,16.44,1918188800.0,0.002179532684461788
Top10,1150,-0.0021654908752442026,2.293618226394653,2.291452735519409,16.12,2005379200.0,0.00229650198706251
Top10,1200,-0.002414205856323015,2.293251505203247,2.290837299346924,15.55,2092569600.0,0.0024030770427041132
Top10,1250,-0.002335561294555699,2.293107272644043,2.290771711349487,16.12,2179760000.0,0.0021595518430125834
Top10,1300,-0.0024891259765622564,2.292792029724121,2.2903029037475586,16.35,2266950400.0,0.0021292389812813868
Top10,1350,-0.0025062075042723286,2.2935141813659667,2.2910079738616944,15.76,2354140800.0,0.002302760783298055
Top10,1400,-0.002558955535888696,2.2933193391418456,2.290760383605957,15.37,2441331200.0,0.0022276062281127856
Top10,1450,-0.002533479080200074,2.2933908712005615,2.2908573921203614,15.46,2528521600.0,0.002283381585357405
Top10,1500,-0.0025175569915774076,2.2933754671478273,2.29085791015625,16.13,2615712000.0,0.0022156420991860104
Top10,1550,-0.002626113128661789,2.292875403213501,2.290249290084839,16.49,2702902400.0,0.002222120699732086
Top10,1600,-0.002499141235351665,2.2940399607849122,2.2915408195495606,15.54,2790092800.0,0.00209831782102812
Top10,1650,-0.0025175833129882363,2.2945578062438963,2.292040222930908,15.22,2877283200.0,0.0019853865657884413
Top10,1700,-0.0025732440185546324,2.2935883609008787,2.291015116882324,15.29,2964473600.0,0.002177190536645654
Top10,1750,-0.0028223115539551813,2.293281961212158,2.290459649658203,14.89,3051664000.0,0.0022842359769333436
Top10,1800,-0.002709259109497264,2.2940859299468994,2.291376670837402,14.73,3138854400.0,0.0022046631404535276
Top10,1850,-0.0029245453643795827,2.293537174682617,2.2906126293182374,14.38,3226044800.0,0.0023129262283020867
Top10,1900,-0.0029160421752929544,2.293626655426025,2.290710613250732,14.74,3313235200.0,0.0022317494319673723
Top10,1950,-0.0029534433746336575,2.2934985647583006,2.290545121383667,14.77,3400425600.0,0.002186211210887945
Top10,2000,-0.0030702484893798676,2.2937560890960693,2.2906858406066894,14.75,3487616000.0,0.0023584153537462293
Top10,2050,-0.0028733979034423207,2.2927178112792967,2.2898444133758544,14.31,3574806400.0,0.002215818835026498
Top10,2100,-0.0031779212188722816,2.293049670715332,2.2898717494964598,12.75,3661996800.0,0.0023494486502420643
Top10,2150,-0.0031523428344724103,2.293636615600586,2.2904842727661134,14.05,3749187200.0,0.002186223335051521
Top10,2200,-0.003206366882324563,2.2937724618530275,2.290566094970703,13.66,3836377600.0,0.0023199825355153247
Top10,2250,-0.0031118814086914526,2.2931245122528074,2.290012630844116,13.76,3923568000.0,0.00217859225394646
Top10,2300,-0.0031237481689454505,2.293114094696045,2.2899903465270994,13.27,4010758400.0,0.0023253320671956707
Top10,2350,-0.00297458908081083,2.2933684436035158,2.290393854522705,12.36,4097948800.0,0.0023739522220182245
Top10,2400,-0.0032488166046142908,2.293278320236206,2.2900295036315916,11.91,4185139200.0,0.002267449929645335
Top10,2450,-0.0031141378784180773,2.2924907232666016,2.2893765853881836,12.78,4272329600.0,0.0023453610587040262
Top10,2500,-0.003367666320800655,2.2932534588623046,2.289885792541504,12.19,4359520000.0,0.0023566406475078157
Top10,2550,-0.0031364518737793112,2.2931867002105712,2.290050248336792,12.06,4446710400.0,0.002288627448390154
Top10,2600,-0.0030187921142577068,2.293079557952881,2.290060765838623,12.3,4533900800.0,0.0023594829602129634
Top10,2650,-0.00323868423461926,2.293687436065674,2.290448751831055,11.5,4621091200.0,0.002163332823511019
Top10,2700,-0.0033073601531983243,2.2932733086395265,2.289965948486328,11.49,4708281600.0,0.002304890873295129
Top10,2750,-0.0032413143157956625,2.292904678726196,2.2896633644104005,12.3,4795472000.0,0.002370380208376044
Top10,2800,-0.0032430655670165898,2.2930300471496583,2.2897869815826417,12.05,4882662400.0,0.002319140813923817
Top10,2850,-0.0032839875030519217,2.2929033394622804,2.2896193519592285,11.56,4969852800.0,0.0022179782389444127
Top10,2900,-0.0032859404754641552,2.2933445559692385,2.2900586154937743,11.1,5057043200.0,0.0023247234112191264
Top10,2950,-0.0034495549011226423,2.292843488769531,2.2893939338684084,11.94,5144233600.0,0.002244187351943533
Top10,3000,-0.0034147815704343998,2.2929736541748045,2.28955887260437,11.93,5231424000.0,0.0021887425802493226
Top10,3050,-0.003277541046142751,2.292401366119385,2.289123825073242,13.3,5318614400.0,0.0023165519133438507
Top10,3100,-0.0033442244720456316,2.2929976748657226,2.289653450393677,11.71,5405804800.0,0.002359068258892641
Top10,3150,-0.0033447878265380204,2.2922487577819823,2.2889039699554443,13.34,5492995200.0,0.0023514242073873594
Top10,3200,-0.003225617370605338,2.292455122528076,2.2892295051574707,14.12,5580185600.0,0.0023186091991797666
Top10,3250,-0.00343323081970226,2.292500718536377,2.289067487716675,14.04,5667376000.0,0.0022274903501710687
Top10,3300,-0.0032450552368166186,2.292566600265503,2.2893215450286863,12.29,5754566400.0,0.0022523432708018098
Top10,3350,-0.0033588212585446975,2.2926289163208007,2.289270095062256,12.77,5841756800.0,0.0023844714190270734
Top10,3400,-0.0033489465332028345,2.292329189453125,2.288980242919922,12.45,5928947200.0,0.0021915246686218886
Top10,3450,-0.0033735622406005916,2.2928213066101075,2.289447744369507,12.42,6016137600.0,0.0023797270000412984
Top10,3500,-0.0033292413330077153,2.2920457009887696,2.288716459655762,12.47,6103328000.0,0.002249978975995254
Top10,3550,-0.003531563720703179,2.292570607147217,2.2890390434265138,12.0,6190518400.0,0.002244152176136091
Top10,3600,-0.0033983934783936576,2.292735519256592,2.2893371257781983,12.58,6277708800.0,0.002249789583978451
Top10,3650,-0.0033520897674561567,2.2929525997924807,2.2896005100250245,13.08,6364899200.0,0.002312702718563195
Top10,3700,-0.003164455947875844,2.292715466079712,2.289551010131836,14.32,6452089600.0,0.002141000725797465
Top10,3750,-0.0032019216918945936,2.293014418258667,2.2898124965667725,12.62,6539280000.0,0.002214669334299696
Top10,3800,-0.0032414925384522952,2.2932492070007324,2.29000771446228,11.86,6626470400.0,0.002247504558759786
Top10,3850,-0.003413333435058785,2.2930670558166506,2.289653722381592,13.21,6713660800.0,0.0022865180888515385
Top10,3900,-0.003727731552124247,2.2925697161102296,2.2888419845581054,12.64,6800851200.0,0.002236701007708691
Top10,3950,-0.003666333847045955,2.29198555229187,2.288319218444824,13.56,6888041600.0,0.002318441046820055
Top10,4000,-0.003580788345336927,2.292403573913574,2.2888227855682373,13.12,6975232000.0,0.0024048843653359437
Top10,4050,-0.0032694186401367453,2.292584151763916,2.289314733123779,13.6,7062422400.0,0.0022709200101904024
Top10,4100,-0.003549787750244171,2.2922114393615725,2.2886616516113283,13.65,7149612800.0,0.0023531289201791676
Top10,4150,-0.003354487380981208,2.291859201583862,2.288504714202881,14.4,7236803200.0,0.002277197784468893
Top10,4200,-0.003192490234375178,2.291877109375,2.288684619140625,15.0,7323993600.0,0.0022992524221712497
Top10,4250,-0.0030183354187012235,2.2921113495635987,2.2890930141448975,14.31,7411184000.0,0.002242523719064965
Top10,4300,-0.0030685377502441824,2.2917234930419923,2.288654955291748,15.32,7498374400.0,0.002330728011428901
Top10,4350,-0.003371437530517607,2.29208795211792,2.2887165145874024,14.95,7585564800.0,0.002248860282208662
Top10,4400,-0.003434811477661448,2.2913023445892335,2.287867533111572,14.35,7672755200.0,0.0024795896661171267
Top10,4450,-0.003252580184936349,2.2909975840759276,2.2877450038909912,15.34,7759945600.0,0.0022608141038530593
Top10,4500,-0.0033486824035646734,2.2913819328308107,2.288033250427246,14.97,7847136000.0,0.002344148271300664
Top10,4550,-0.0032942887878419924,2.291558533630371,2.288264244842529,15.19,7934326400.0,0.0022841726011912007
Top10,4600,-0.003632298126220679,2.291499587860107,2.2878672897338865,15.35,8021516800.0,0.00229401172836845
Top10,4650,-0.0034672821044918756,2.292048114776611,2.2885808326721193,15.0,8108707200.0,0.002257127527117292
Top10,4700,-0.003531266937256028,2.2914774072265627,2.2879461402893067,15.82,8195897600.0,0.002255150041378548
Top10,4750,-0.00324112365722673,2.2918309010314943,2.2885897773742676,14.87,8283088000.0,0.0022353478634802026
Top10,4800,-0.0032312120056152693,2.2914528943634034,2.288221682357788,15.31,8370278400.0,0.002380194120061982
Top10,4850,-0.003317083816528399,2.291690326004028,2.2883732421875,15.94,8457468800.0,0.0023893662498320504
Top10,4900,-0.003471077194213912,2.2926458704376222,2.2891747932434083,16.18,8544659200.0,0.0021616171638677213
Top10,4950,-0.0033044016265866283,2.292357876434326,2.2890534748077394,15.19,8631849600.0,0.002133201771673371
Top10,5000,-0.003255810546874738,2.291927941894531,2.2886721313476563,15.54,8719040000.0,0.0022995724751692396
Top10,5050,-0.003215546035766792,2.2924709800720215,2.2892554340362548,15.39,8806230400.0,0.0023034770259273583
Top10,5100,-0.003445895385742137,2.292096284484863,2.288650389099121,15.08,8893420800.0,0.0022066839218093798
Top10,5150,-0.003156130294799997,2.2924120404052735,2.2892559101104735,14.85,8980611200.0,0.00226451628111759
Top10,5200,-0.0033437088012693295,2.2920968444824217,2.2887531356811524,15.02,9067801600.0,0.0023161801908102657
Top10,5250,-0.0033379204559329523,2.291834621887207,2.2884967014312743,14.53,9154992000.0,0.0022340227811690843
Top10,5300,-0.0034644396209713157,2.291529793014526,2.288065353393555,15.11,9242182400.0,0.0022065872250646686
Top10,5350,-0.0033751580810545967,2.290618066558838,2.287242908477783,15.37,9329372800.0,0.0023986944130581387
Top10,5400,-0.0031716123962399756,2.2909380346679686,2.2877664222717287,15.18,9416563200.0,0.002470645256886672
Top10,5450,-0.0032863832092284717,2.291552893218994,2.2882665100097657,15.5,9503753600.0,0.002192529728653708
Top10,5500,-0.0035942411804197327,2.2911145208740233,2.2875202796936036,15.18,9590944000.0,0.002247479499135252
Top10,5550,-0.003523707962036049,2.290625696563721,2.287101988601685,15.05,9678134400.0,0.0023223454306221746
Top10,5600,-0.003615355834960976,2.290738349685669,2.287122993850708,15.18,9765324800.0,0.002362134276892655
Top10,5650,-0.003626888198852374,2.291037692184448,2.287410803985596,15.52,9852515200.0,0.002276375142564646
Top10,5700,-0.003303654022216662,2.2908442500305175,2.287540596008301,15.85,9939705600.0,0.0022436628038599803
Top10,5750,-0.003467655487060295,2.290654245300293,2.2871865898132326,15.94,10026896000.0,0.0025176392796849856
Top10,5800,-0.0033827146911624695,2.29093672164917,2.2875540069580076,15.7,10114086400.0,0.0022049606463074327
Top10,5850,-0.0034282743835452045,2.2913306597137453,2.2879023853302,16.32,10201276800.0,0.002186399716680584
Top10,5900,-0.003718891448974748,2.290482481689453,2.2867635902404784,15.94,10288467200.0,0.0023194978782682812
Top10,5950,-0.0035368882751463104,2.2905142724609373,2.286977384185791,16.31,10375657600.0,0.0022311346434993606
Top10,6000,-0.003521768798827818,2.2902530531311034,2.2867312843322756,16.14,10462848000.0,0.002323919406291991
Top10,6050,-0.003467273788452463,2.290364159088135,2.2868968852996825,16.24,10550038400.0,0.002377285389356917
Top10,6100,-0.0034462991333006343,2.2908664071655274,2.2874201080322267,15.47,10637228800.0,0.0023509424157316023
Top10,6150,-0.0036469814300539305,2.291012001037598,2.287365019607544,16.39,10724419200.0,0.0024386837499823536
Top10,6200,-0.0034586308288577783,2.2907496727752688,2.287291041946411,15.74,10811609600.0,0.0023987726336672567
Top10,6250,-0.0034409632110592447,2.29104933303833,2.2876083698272707,15.5,10898800000.0,0.0023624828573161616
