Experiment,Iteration,Gap,TrainLoss,ValLoss,TestAcc,CommBits,ConsensusError
QSGD-8bit,50,,,,10.0,54496400.0,6412559000649344.0
QSGD-8bit,100,,,,10.0,108992800.0,2.1435979312654584e+27
QSGD-8bit,150,,,,10.0,163489200.0,1.11890423910048e+25
QSGD-8bit,200,,,,10.0,217985600.0,1.627330976366943e+23
QSGD-8bit,250,,,,10.0,272482000.0,4.8110856485362075e+23
QSGD-8bit,300,,,,10.0,326978400.0,inf
