Experiment,Epoch,Iteration,Gap,TrainLoss,ValLoss,TestAcc,CommBits,ConsErr
Baseline,14,1150,-0.003806343994140704,2.2966090756988526,2.292802731704712,12.24,10027043200.0,0.010480362674217947
Baseline,15,1200,-0.0031506385040285245,2.293938515777588,2.2907878772735595,14.63,10463001600.0,0.011438840944891815
Baseline,15,1250,-0.002668476104736417,2.2951555740356446,2.292487097930908,13.4,10898960000.0,0.010851066053792647
Baseline,16,1300,-0.0035547853088382375,2.297401444396973,2.2938466590881346,12.97,11334918400.0,0.010030936897275656
Baseline,17,1350,-0.003775379028320369,2.2945739668273926,2.290798587799072,14.56,11770876800.0,0.013569170475513337
Baseline,17,1400,-0.0038720974731445423,2.2939275708007814,2.290055473327637,15.77,12206835200.0,0.010821946916663994
Baseline,18,1450,-0.004479431076049867,2.2950666049194335,2.2905871738433836,14.99,12642793600.0,0.00951127469704487
Baseline,18,1500,-0.003679298934936348,2.2919859880065916,2.2883066890716552,13.41,13078752000.0,0.009870457820630707
Baseline,19,1550,-0.003914641952514675,2.2960178062438965,2.292103164291382,13.05,13514710400.0,0.010749258239288328
Baseline,20,1600,-0.0031593942260741414,2.2926121797180175,2.2894527854919433,14.74,13950668800.0,0.010234483954958528
Baseline,20,1650,-0.00284239593505875,2.2957288652038574,2.2928864692687987,11.96,14386627200.0,0.010135767729285771
Baseline,21,1700,-0.004163657302856283,2.292438244552612,2.288274587249756,13.96,14822585600.0,0.010271171895711705
Baseline,22,1750,-0.0030066987609860263,2.2927079026794432,2.289701203918457,14.09,15258544000.0,0.01164118909188897
Baseline,22,1800,-0.003516170806884489,2.2912891093444823,2.2877729385375978,13.46,15694502400.0,0.0102224036614447
Baseline,23,1850,-0.0032153413391111663,2.2923612321472167,2.2891458908081055,12.41,16130460800.0,0.010838268444676868
Baseline,24,1900,-0.0028448526000977026,2.294387133178711,2.2915422805786134,12.16,16566419200.0,0.01709586072979996
Baseline,24,1950,-0.003544371109008626,2.2927215782928467,2.289177207183838,12.14,17002377600.0,0.01081937198345585
Baseline,25,2000,-0.0025657598876951404,2.29150854095459,2.2889427810668947,12.74,17438336000.0,0.011099081542599698
Baseline,25,2050,-0.002726593322753601,2.2915748526763915,2.288848259353638,15.83,17874294400.0,0.01048180593491772
Baseline,26,2100,-0.0036452487945557444,2.2913717567443848,2.287726507949829,15.29,18310252800.0,0.010724845455279786
Baseline,27,2150,-0.0030849285888674416,2.289315314178467,2.2862303855895996,12.26,18746211200.0,0.010587311047851678
Baseline,27,2200,-0.0034578292846680903,2.290740409088135,2.287282579803467,12.67,19182169600.0,0.011023779266611789
Baseline,28,2250,-0.002911708908081234,2.2910757733154297,2.2881640644073484,12.25,19618128000.0,0.010349331794575312
Baseline,29,2300,-0.003302747039794607,2.2924802044677732,2.2891774574279786,13.14,20054086400.0,0.01209704161558588
Baseline,29,2350,-0.003599641799926445,2.2885875938415525,2.284987952041626,14.61,20490044800.0,0.010586361537594846
Baseline,30,2400,-0.003067770843506068,2.292471822052002,2.289404051208496,12.17,20926003200.0,0.010896932891371535
Baseline,31,2450,-0.0034427281188964542,2.2895718014526367,2.2861290733337403,13.3,21361961600.0,0.01733805315336805
Baseline,31,2500,-0.0039527212524412825,2.286534535064697,2.2825818138122558,14.24,21797920000.0,0.010731024990386317
Baseline,32,2550,-0.005023687744140748,2.2850396720886232,2.2800159843444825,13.67,22233878400.0,0.010878706319642929
Baseline,32,2600,-0.004631884918212759,2.2885351586914062,2.2839032737731935,15.66,22669836800.0,0.010546974403056275
Baseline,33,2650,-0.005816177673339862,2.283785768432617,2.277969590759277,18.54,23105795200.0,0.010064380095045755
Baseline,34,2700,-0.004656571197509507,2.290413993835449,2.2857574226379396,13.7,23541753600.0,0.010797116814391017
Baseline,34,2750,-0.004293710021972874,2.289749017791748,2.2854553077697752,13.73,23977712000.0,0.010120394357660689
Baseline,35,2800,-0.0040159793090817075,2.2850488352966307,2.281032855987549,14.54,24413670400.0,0.011240645108427783
Baseline,36,2850,-0.00604351638793954,2.287666723480225,2.2816232070922853,14.34,24849628800.0,0.014627419815731079
Baseline,36,2900,-0.004812436065673609,2.2868324754333496,2.282020039367676,12.67,25285587200.0,0.011094569573632408
Baseline,37,2950,-0.005197747726440216,2.2849507056427,2.27975295791626,12.36,25721545600.0,0.010234410007378115
Baseline,37,3000,-0.00592767692565932,2.2848530294036866,2.2789253524780273,10.81,26157504000.0,0.010183089673320267
Baseline,38,3050,-0.004203482513427392,2.2844562836456297,2.2802528011322023,10.94,26593462400.0,0.01142475887141473
Baseline,39,3100,-0.0036018902587890977,2.28604435546875,2.282442465209961,14.51,27029420800.0,0.010542294195985003
Baseline,39,3150,-0.003701215515136802,2.2854246068573,2.281723391342163,11.68,27465379200.0,0.01011832037642212
Baseline,40,3200,-0.004100255966186239,2.2827102867126463,2.27861003074646,13.32,27901337600.0,0.010778783867889141
Baseline,41,3250,-0.0037655032348635764,2.2831344607543946,2.279368957519531,10.76,28337296000.0,0.013143080628624515
Baseline,41,3300,-0.0038890223693850423,2.2807023966979982,2.276813374328613,16.65,28773254400.0,0.010432201009658004
Baseline,42,3350,-0.0035713803100585473,2.2815362355041504,2.277964855194092,14.66,29209212800.0,0.011229965026624012
Baseline,43,3400,-0.0039860757446290584,2.281117616043091,2.2771315402984618,16.31,29645171200.0,0.018711040144076475
Baseline,43,3450,-0.003881869049072062,2.2792187464904785,2.2753368774414064,17.39,30081129600.0,0.010991225019025663
Baseline,44,3500,-0.002656567687988609,2.2863777873229982,2.2837212196350096,11.96,30517088000.0,0.010352827130445186
Baseline,44,3550,-0.0046961402893068716,2.2787000774383546,2.2740039371490477,17.02,30953046400.0,0.011697251484182002
Baseline,45,3600,-0.004191176834106525,2.282187999954224,2.2779968231201173,14.99,31389004800.0,0.010457009871569622
Baseline,46,3650,-0.00449307273864763,2.277729990615845,2.273236917877197,15.82,31824963200.0,0.01118973791766128
Baseline,46,3700,-0.0040606292724607584,2.2808091468811034,2.2767485176086426,15.0,32260921600.0,0.011682690937656637
Baseline,47,3750,-0.0027196418762209795,2.2769314334869386,2.2742117916107176,12.73,32696880000.0,0.009957994557524729
Baseline,48,3800,-0.0038806776428219614,2.2784959509277343,2.2746152732849123,12.19,33132838400.0,0.014041243257224955
Baseline,48,3850,-0.0037816149139402455,2.2811936304473877,2.2774120155334474,16.19,33568796800.0,0.011062262073494755
Baseline,49,3900,-0.0035565900421143937,2.2835360486602783,2.279979458618164,16.11,34004755200.0,0.0099279394819764
Baseline,49,3950,-0.004311569290161188,2.284659922866821,2.28034835357666,16.38,34440713600.0,0.016205103476024975
