Experiment,Iteration,Gap,TrainLoss,ValLoss,TestAcc,CommBits,ConsensusError
QSGD-8bit,50,7.375464145190378e+34,8.79236762893806e+35,9.529914043457098e+35,9.96,54496400.0,43382704.90401516
QSGD-8bit,100,,,,10.0,108992800.0,114546655901601.2
QSGD-8bit,150,,,,10.0,163489200.0,1.1942016448043155e+19
QSGD-8bit,200,,,,10.0,217985600.0,
QSGD-8bit,250,,,,10.0,272482000.0,
QSGD-8bit,300,,,,10.0,326978400.0,
